Done,Зроблено.,
Donut,Пончик.,
Double click to edit label,"Двічі клацніть, щоб редагувати мітку",
Download,Завантажити,
Download Backups,Завантажити резервні копії,
Download Data,Завантажити дані,
Download Files Backup,Завантажити резервну копію файлів,
Download Link,Посилання для завантаження,
Download Report,Завантажити звіт,
Download Template,Завантажити шаблон,
Download Your Data,Завантажте свої дані,
Draft,Проект,
Drag,Перетягни.,
Drag & Drop a section here from another tab,Перетягніть розділ сюди з іншої вкладки,
Drag and drop files here or upload from,Перетягніть файли сюди або завантажте з,
Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.,"Перетягніть стовпці, щоб встановити порядок. Ширина стовпців задається у відсотках. Загальна ширина не повинна перевищувати 100. Стовпці, позначені червоним кольором, буде видалено.",
Drag elements from the sidebar to add. Drag them back to trash.,"Перетягніть елементи з бічної панелі, щоб додати. Перетягніть їх назад до кошика.",
Drop files here,Скидайте файли сюди,
Dropbox Access Token,Токен доступу до Dropbox,
Dropbox Refresh Token,Токен оновлення Dropbox,
Dropbox Settings,Налаштування Dropbox,
Dropbox Setup,Налаштування Dropbox,
Dropdowns,Випадаючі списки,
Due Date,Термін виконання,
Due Date Based On,Термін сплати на основі,
Duplicate,Дублікат,
Duplicate Entry,Дублюючий запис,
Duplicate Filter Name,Повторювана назва фільтра,
Duplicate Name,Дублююче ім'я,
Duplicate Workspace,Дублююча робоча область,
Duplicate current row,Дублювати поточний рядок,
Duplicate field,Дублююче поле,
Duplicate of {0} named as {1} is created successfully,Успішно створено дублікат {0} з іменем {1},
Duration,Duration,
Duration (ms),Тривалість (мс),
Dynamic Filters,Динамічні фільтри,
Dynamic Filters JSON,Динамічні фільтри JSON,
Dynamic Filters Section,Розділ динамічних фільтрів,
Dynamic Link,Dynamic Link,
Dynamic Report Filters,Динамічні фільтри звітів,
Dynamic Route,Динамічний маршрут,
Dynamic Template,Динамічний шаблон,
ESC,ESC,
Edit,Ред.,
Edit Auto Email Report Settings,Редагування налаштувань автоматичного звіту електронною поштою,
Edit Chart,Редагувати діаграму,
Edit Custom HTML,Редагування власного HTML,
Edit DocType,Редагувати тип документа,
Edit Existing,Редагувати існуючі,
Edit Filter,Редагувати фільтр,
Edit Filters,Редагування фільтрів,
Edit Footer,Редагувати нижній колонтитул,
Edit Format,Редагувати формат,
Edit Full Form,Редагувати повну форму,
Edit HTML,Редагування HTML,
Edit Header,Редагувати заголовок,
Edit Heading,Редагувати заголовок,
Edit Letter Head,Редагувати шапку листа,
Edit Letter Head Footer,Редагувати нижній колонтитул шапки листа,
Edit Print Format,Редагувати формат друку,
Edit Profile,Редагувати профіль,
Edit Properties,Редагувати властивості,
Edit Response,Редагувати відповідь,
Edit Shortcut,Ярлик редагування,
Edit Values,Редагувати значення,
Edit Workspace,Редагувати робочу область,
Edit mode,Режим редагування,
Edit to add content,"Редагувати, щоб додати вміст",
Edit your response,Відредагуйте свою відповідь,
Edit your workflow visually using the Workflow Builder.,Відредагуйте свій робочий процес візуально за допомогою Конструктора робочих процесів.,
Edit {0},Редагувати {0},
Editable Grid,Редагована сітка,
Editing Row,Рядок редагування,
Editing {0},Редагування {0},
Eg. smsgateway.com/api/send_sms.cgi,"Наприклад, smsgateway.com/api/send_sms.cgi",
Either key or IP flag is required.,"Потрібен або ключ, або прапорець IP.",
Element Selector,Селектор елементів,
Email,Електронна пошта,
Email Account,Обліковий запис електронної пошти,
Email Account Name,Ім'я облікового запису електронної пошти,
Email Account added multiple times,Обліковий запис електронної пошти додано кілька разів,
Email Account not setup. Please create a new Email Account from Settings > Email Account,"Обліковий запис електронної пошти не налаштовано. Будь ласка, створіть новий обліковий запис електронної пошти в Налаштуваннях > Обліковий запис електронної пошти",
Email Address,Адреса електронної пошти,
Email Address whose Google Contacts are to be synced.,"Адреса електронної пошти, чиї контакти Google потрібно синхронізувати.",
Email Addresses,Адреси електронної пошти,
Email Domain,Домен електронної пошти,
Email Flag Queue,Черга прапорців електронної пошти,
Email Footer Address,Адреса нижнього колонтитула електронної пошти,
Email Group,Група електронної пошти,
Email Group Member,Електронна пошта Учасника групи,
Email ID,Ідентифікатор електронної пошти,
Email IDs,Ідентифікатори електронної пошти,
Email Id,Ідентифікатор електронної пошти,
Email Inbox,Вхідні повідомлення електронної пошти,
Email Queue,Черга електронної пошти,
Email Queue Recipient,Одержувач черги електронної пошти,
Email Queue flushing aborted due to too many failures.,Очищення черги електронної пошти перервано через надто велику кількість збоїв.,
Email Queue records.,Записи черги електронної пошти.,
Email Reply Help,Відповідь на електронну пошту Допомога,
Email Retry Limit,Обмеження на повторну спробу електронної пошти,
Email Rule,Правило електронної пошти,
Email Sent,Надіслано електронну пошту,
Email Sent At,Електронна пошта відправлена на,
Email Settings,Налаштування електронної пошти,
Email Signature,Підпис електронної пошти,
Email Status,Статус електронної пошти,
Email Sync Option,Параметр синхронізації електронної пошти,
Email Template,Шаблон електронної пошти,
Email To,Електронна пошта,
Email Unsubscribe,Електронна пошта Відмовитися від підписки,
Email has been marked as spam,Імейл позначено як спам,
Email has been moved to trash,Електронну пошту було переміщено до кошика,
Email not sent to {0} (unsubscribed / disabled),Імейл не надсилається {0} (відписався / відключений),
Email not verified with {0},Email не підтверджено {0},
Emails are muted,Електронні листи вимкнено,
Emails will be sent with next possible workflow actions,Будуть надіслані електронні листи з наступними можливими діями робочого процесу,
Enable,Увімкнути,
Enable Allow Auto Repeat for the doctype {0} in Customize Form,Увімкніть Дозволити автоповтор для типу доктрини {0} у Налаштуванні форми,
Enable Auto Reply,Увімкнути автовідповідь,
Enable Automatic Backup,Увімкнути автоматичне резервне копіювання,
Enable Automatic Linking in Documents,Увімкнути автоматичне зв'язування в документах,
Enable Comments,Увімкнути коментарі,
Enable Email Notification,Увімкнути сповіщення електронною поштою,
Enable Email Notifications,Увімкнути сповіщення електронною поштою,
Enable Google API in Google Settings.,Увімкніть Google API в налаштуваннях Google.,
Enable Google Indexing,Увімкнути індексацію Google,
Enable In App Website Tracking,Увімкнути відстеження веб-сайтів у додатку,
Enable Incoming,Увімкнути вхідні,
Enable Onboarding,Ввімкнути Onboarding,
Enable Outgoing,Увімкнути вихідні,
Enable Password Policy,Увімкнути політику паролів,
Enable Prepared Report,Увімкнути підготовлений звіт,
Enable Print Server,Увімкнути сервер друку,
Enable Rate Limit,Увімкнути обмеження швидкості,
Enable Raw Printing,Увімкнути необроблений друк,
Enable Report,Увімкнути звіт,
Enable Scheduled Jobs,Увімкнути заплановані завдання,
Enable Scheduler,Увімкнути планувальник,
Enable Security,Увімкнути безпеку,
Enable Social Login,Увімкнути соціальний логін,
Enable Social Sharing,Увімкнути соціальний обмін,
Enable Tracking Page Views,Увімкнути відстеження переглядів сторінок,
Enable Two Factor Auth,Увімкнути двофакторну автентифікацію,
Enable developer mode to create a standard Print Template,"Увімкніть режим розробника, щоб створити стандартний шаблон друку",
Enable developer mode to create a standard Web Template,"Увімкніть режим розробника, щоб створити стандартний веб-шаблон",
Enable email notification for any comment or likes received on your Blog Post.,"Увімкнути сповіщення на електронну пошту про будь-який коментар або лайк, отриманий на вашу публікацію в блозі.",
Enable if on click|||opens modal.,"Увімкнути, якщо при натисканні|||відкривається модальне вікно.",
Enabled,Увімкнено,
Enabled Scheduler,Увімкнений планувальник,
Enabled email inbox for user {0},Увімкнена поштова скринька для користувача {0},
Enabled scheduled execution for script {0},Увімкнено виконання за розкладом для скрипта {0},
Enables Calendar and Gantt views.,Вмикає подання календаря та діаграми Ганта.,
Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?,"Якщо увімкнути автовідповідь для вхідних повідомлень, ви будете надсилати автоматичні відповіді на всі синхронізовані імейли. Бажаєте продовжити?",
Enabling this will submit documents in background,"Якщо увімкнути цю функцію, документи надсилатимуться у фоновому режимі",
Encrypt Backups,Шифрування резервних копій,
Encryption key is in invalid format!,Ключ шифрування має неправильний формат!,
Encryption key is invalid! Please check site_config.json,"Ключ шифрування невірний! Будь ласка, перевірте site_config.json",
End Date,Дата закінчення,
End Date Field,Поле ""Кінцева дата,
End Date cannot be before Start Date!,Дата завершення не може бути раніше дати початку!,
End at,Закінчується на,
Ended At,Закінчується на,
Endpoint URL,URL-адреса кінцевої точки,
Endpoints,Кінцеві точки,
Ends on,Закінчується на,
Energy Point,Energy Point,
Energy Point Log,Журнал енергетичних точок,
Energy Point Rule,Правило енергетичної точки,
Energy Point Settings,Налаштування енергетичних точок,
Energy Point Update on {0},Оновлення енергетичної точки на {0},
Energy Points,Енергетичні бали,
Enqueued By,Enquied By,
Ensure the user and group search paths are correct.,"Переконайтеся, що шляхи пошуку користувачів і груп правильні.",
Enter Client Id and Client Secret in Google Settings.,Введіть ідентифікатор клієнта та секрет клієнта в налаштуваннях Google.,
Enter Code displayed in OTP App.,"Введіть код, що відображається в додатку OTP.",
Enter Email Recipient(s),Введіть отримувача(ів) електронної пошти,
Enter Form Type,Введіть тип форми,
Enter Value,Введіть значення,
Enter a name for this {0},Введіть назву для цього {0},
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Введіть поля (ключі) та значення за замовчуванням. Якщо ви додасте кілька значень для поля, буде вибрано перше з них. Ці значення за замовчуванням також використовуються для встановлення правил дозволів ""match"". Щоб переглянути список полів, перейдіть до розділу ""Налаштування форми"".",
Enter folder name,Введіть назву папки,
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Введіть тут статичні параметри url (наприклад, sender=ERPNext, username=ERPNext, password=1234 і т.д.).",
Enter url parameter for message,Введіть параметр url для повідомлення,
Enter url parameter for receiver nos,Введіть параметр url для номерів приймачів,
Enter your password,Введіть свій пароль,
Entity Name,Назва суб'єкта Ім'я суб'єкта,
Entity Type,Тип сутності,
Equals,Дорівнює,
Error,Помилка.,
Error Code: {0},Код помилки: {0},
Error Log,Журнал помилок,
Error Message,Повідомлення про помилку,
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.","Помилка підключення до програми QZ Tray...<br><br> Для використання функції друку на папері вам потрібно інсталювати та запустити програму QZ Tray.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Натисніть тут, щоб завантажити та інсталювати QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Натисніть тут, щоб дізнатися більше про друк на папері на папері</a>.",
Error connecting via IMAP/POP3: {e},Помилка підключення через IMAP/POP3: {e},
Error connecting via SMTP: {e},Помилка підключення через SMTP: {e},
Error has occurred in {0},Виникла помилка в {0},
Error in Client Script,Помилка в клієнтському скрипті,
Error in Client Script.,Помилка в клієнтському скрипті.,
Error in Notification,Помилка у сповіщенні,
Error in print format on line {0}: {1},Помилка формату друку в рядку {0}: {1},
Error while connecting to email account {0},Помилка під час підключення до поштової скриньки {0},
Error while evaluating Notification {0}. Please fix your template.,"Помилка при обчисленні Notification {0}. Будь ласка, виправте ваш шаблон.",
Error: Document has been modified after you have opened it,"Помилка: Документ було змінено після того, як ви його відкрили",
Error: Value missing for {0}: {1},Помилка: Відсутнє значення для {0}: {1},
Event,Подія,
Event Category,Категорія події,
Event Frequency,Частота подій,
Event Participants,Учасники заходу,
Event Reminders,Нагадування про події,
Event Synced with Google Calendar.,Синхронізація подій з календарем Google.,
Event Type,Тип події,
Events in Today's Calendar,Події в календарі на сьогодні,
Everyone,Усім.,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Наприклад: ""colors"": [""#d1d8dd"", ""#ff5858""].",
Exact Copies,Точні копії,
Example,Приклад,
Example: ""/desk"",Приклад: ""/desk"",
Example: #Tree/Account,Приклад: #Дерево/Акаунт,
Example: 00001,Приклад: 00001,
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,"Приклад: Якщо встановити значення 24:00, користувач вийде з системи, якщо він не буде активним протягом 24:00 годин.",
Example: {{ subject }},Приклад: {{ тема }},
Excel,Excel,
Excellent,Чудово.,
Exception,Виняток,
Execute,Виконати,
Execute Console script,Виконати консольний скрипт,
Executing...,Виконання...,
Execution Order,Виконавчий наказ,
Execution Time: {0} sec,Час виконання: {0} сек,
Executive,Виконавчий,
Expand,Розгорнути,
Expand All,Розгорнути всі,
Experimental,Експериментальний,
Expert,Експерт,
Expiration time,Термін придатності,
Expire Notification On,Сповіщення про закінчення терміну дії,
Expired,Закінчився,
Expires In,Закінчується в,
Expires On,Термін дії закінчується,
Expiry time of QR Code Image Page,Час дії сторінки зображення QR-коду,
Export,Експорт,
Export 1 record,Експорт 1 запису,
Export All {0} rows?,Експортувати всі {0} рядків?,
Export Custom Permissions,Експорт користувацьких дозволів,
Export Customizations,Налаштування експорту,
Export Data,Експортні дані,
Export Errored Rows,Експорт помилкових рядків,
Export From,Експорт з,
Export Import Log,Журнал експорту та імпорту,
Export Report: {0},Звіт про експорт: {0},
Export Type,Тип експорту,
Export as zip,Експорт у форматі zip,
Export not allowed. You need {0} role to export.,Експорт не дозволено. Для експорту потрібна роль {0}.,
Export the data without any header notes and column descriptions,Експортуйте дані без приміток до заголовків та описів стовпців,
Export without main header,Експорт без основного заголовка,
Export {0} records,Експортувати {0} записів,
Expose Recipients,Розкрити одержувачів,
Expression,Вираження,
Expression (old style),Вираз (старий стиль),
"Expression, Optional","Вираз, необов'язково",
Extra Parameters,Додаткові параметри,
Facebook,Facebook,
Failed,Помилка,
Failed Job Count,Кількість невдалих завдань,
Failed Transactions,Невдалі транзакції,
Failed to aquire lock: {}. Lock may be held by another process.,Не вдалося отримати замок: {}. Блокування може належати іншому процесу.,
Failed to change password.,Не вдалося змінити пароль.,
Failed to complete setup,Не вдалося завершити налаштування,
Failed to compute request body: {},Не вдалося обчислити тіло запиту: {},
Failed to connect to server,Не вдалося підключитися до сервера,
"Failed to decode token, please provide a valid base64-encoded token.","Не вдалося розшифрувати токен, будь ласка, надайте дійсний токен в base64-кодуванні.",
Failed to enable scheduler: {0},Не вдалося увімкнути планувальник: {0},
Failed to evaluate conditions: {},Не вдалося оцінити умови: {},
Failed to export python type hints,Не вдалося експортувати підказки типів python,
Failed to generate names from the series,Не вдалося згенерувати імена з серії,
Failed to generate preview of series,Не вдалося згенерувати попередній перегляд серій,
Failed to get method for command {0} with {1},Не вдалося отримати метод для команди {0} з {1},
Failed to get method {0} with {1},Не вдалося отримати метод {0} з {1},
"Failed to import virtual doctype {}, is controller file present?","Не вдалося імпортувати віртуальний доктрину {}, чи присутній файл контролера?",
Failed to send email with subject:,Не вдалося відправити імейл з темою:,
Failed to send notification email,Не вдалося надіслати сповіщення на електронну пошту,
Failure,Невдача.,
FavIcon,FavIcon,
Fax,Факс,
Featured,Особливості,
Feedback,Зворотній зв'язок,
Feedback Request,Запит на зворотній зв'язок,
Fetch From,Забрати з,
Fetch Images,Отримати зображення,
Fetch attached images from document,Отримати прикріплені зображення з документа,
Fetch on Save if Empty,"Отримати при збереженні, якщо порожньо",
Fetching default Global Search documents.,Отримання документів за замовчуванням з глобального пошуку.,
Field,Поле,
Field ""route"" is mandatory for Web Views,Поле ""маршрут"" є обов'язковим для веб-переглядів,
Field ""title"" is mandatory if ""Website Search Field"" is set.,"Поле ""title"" є обов'язковим для заповнення, якщо встановлено ""Поле пошуку на сайті"".",
Field ""value"" is mandatory. Please specify value to be updated,"Поле ""value"" є обов'язковим для заповнення. Будь ласка, вкажіть значення, яке потрібно оновити",
Field Description,Опис поля,
Field Missing,Пропав безвісти,
Field Name,Назва поля,
Field Orientation (Left-Right),Орієнтація поля (ліворуч-праворуч),
Field Orientation (Top-Down),Орієнтація на місцевості (зверху вниз),
Field Template,Шаблон поля,
Field To Check,Поле для перевірки,
Field Type,Тип поля,
Field not permitted in query,"Поле, не дозволене в запиті",
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Поле, що представляє стан робочого процесу транзакції (якщо поле відсутнє, буде створено нове приховане користувацьке поле)",
Field to Track,Поле для відстеження,
Field type cannot be changed for {0},Тип поля не можна змінити для {0},
Field {0} does not exist on {1},Поле {0} не існує на {1},
Field {0} is referring to non-existing doctype {1}.,Поле {0} посилається на неіснуючий доктрину {1}.,
Field {0} not found.,Поле {0} не знайдено.,
Fieldname,Назва поля,
Fieldname '{0}' conflicting with a {1} of the name {2} in {3},Ім'я поля '{0}' конфліктує з {1} імені {2} у {3}.,
Fieldname called {0} must exist to enable autonaming,"Ім'я поля з назвою {0} має існувати, щоб увімкнути автоіменування",
Fieldname is limited to 64 characters ({0}),Назва поля обмежена 64 символами ({0}),
Fieldname not set for Custom Field,Ім'я поля не задано для користувацького поля,
Fieldname which will be the DocType for this link field.,"Ім'я поля, яке буде DocType для цього поля посилання.",
Fieldname {0} appears multiple times,Ім'я поля {0} з'являється кілька разів,
Fieldname {0} cannot have special characters like {1},"Ім'я поля {0} не може містити спеціальних символів, таких як {1}",
Fieldname {0} conflicting with meta object,Ім'я поля {0} конфліктує з мета-об'єктом,
Fieldname {0} is restricted,Ім'я поля {0} є обмеженим,
Fields,Поля,
Fields Multicheck,Поля Multicheck,
Fields `file_name` or `file_url` must be set for File,Для параметра File повинні бути задані поля `file_name` або `file_url`.,
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","Поля, розділені комою (,), будуть включені до списку ""Шукати за"" діалогового вікна ""Пошук",
Fieldtype,Тип поля,
Fieldtype cannot be changed from {0} to {1},Тип поля не можна змінити з {0} на {1},
Fieldtype cannot be changed from {0} to {1} in row {2},Тип поля не може бути змінено з {0} на {1} у рядку {2},
File,Файл,
File ""{0}"" was skipped because of invalid file type,Файл ""{0}"" пропущено через неприпустимий тип файлу,
File ""{0}"" was skipped because only {1} uploads are allowed,"Файл ""{0}"" було пропущено, оскільки дозволено завантажувати лише {1}.",
File ""{0}"" was skipped because only {1} uploads are allowed for DocType ""{2}"","Файл ""{0}"" було пропущено, оскільки для DocType ""{2}"" дозволено завантажувати лише {1}.",
File ""{0}"" was skipped because size exceeds {1} MB,"Файл ""{0}"" пропущено, оскільки його розмір перевищує {1} МБ",
File '{0}' not found,Файл '{0}' не знайдено,
File Backup,Резервне копіювання файлів,
File Information,Інформація про файл,
File Manager,Диспетчер файлів,
File Name,Ім'я файлу,
File Size,Розмір файлу,
File Type,Тип файлу,
File URL,URL-адреса файлу,
File backup is ready,Резервна копія файлів готова,
File name cannot have {0},Ім'я файлу не може містити {0},
File not attached,Файл не прикріплено,
File size exceeded the maximum allowed size of {0} MB,Розмір файлу перевищив максимально допустимий розмір {0} МБ,
File too big,Файл занадто великий,
File type of {0} is not allowed,Тип файлу {0} не допускається,
File {0} does not exist,Файл {0} не існує,
Files,Файли,
Filter,Фільтр,
Filter By,Фільтрувати за,
Filter Data,Фільтрувати дані,
Filter List,Список фільтрів,
Filter Meta,Мета фільтра,
Filter Name,Назва фільтра,
Filter Values,Значення фільтра,
Filter must be a tuple or list (in a list),Фільтр повинен бути кортежем або списком (у списку),
"Filter must have 4 values (doctype, fieldname, operator, value): {0}","Фільтр повинен мати 4 значення (тип доктрини, ім'я поля, оператор, значення): {0}",
Filter...,Фільтр...,
Filtered By,Відфільтровано за,
Filtered Records,Відфільтровані записи,
Filtered by ""{0}"",Відфільтровано за ""{0}"",
Filters,Фільтри,
Filters <span class='filter-label'>{0}</span>,Фільтри <span class='filter-label'>{0}</span> </span,
Filters Configuration,Конфігурація фільтрів,
Filters Display,Відображення фільтрів,
Filters JSON,Фільтри JSON,
Filters Section,Розділ Фільтри,
Filters applied for {0},"Фільтри, застосовані для {0}",
Filters saved,Фільтри збережено,
"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>","Фільтри будуть доступні через <code>фільтри</code>. <br><br>Вихідні дані слід надсилати у вигляді <code>результат = [результат]</code>, або для старого стилю <code>дані = [стовпці], [результат]</code>.",
Filters:,Фільтри:,
Find '{0}' in ...,Знайти '{0}' в ...,
Find {0} in {1},Знайдіть {0} в {1},
Finished,Готово.,
Finished At,Закінчено в,
First,По-перше.,
First Day of the Week,Перший день тижня,
First Name,Ім'я та прізвище,
First Success Message,Перше повідомлення про успіх,
First Transaction,Перша транзакція,
First data column must be blank.,Перший стовпець даних повинен бути порожнім.,
First set the name and save the record.,Спочатку задайте ім'я та збережіть запис.,
Flag,Прапор,
Float,Float,
Float Precision,Точність поплавка,
Fold,Скласти,
Fold can not be at the end of the form,Згин не може бути в кінці форми,
Fold must come before a Section Break,Фолд повинен відбутися до перерви в секції,
Folder,Папка,
Folder Name,Ім'я папки,
Folder name should not include '/' (slash),Назва теки не повинна містити символ '/' (коса риска),
Folder {0} is not empty,Папка {0} не порожня,
Folio,Фоліо,
Follow,Стежити,
Followed by,Далі йдуть,
Following Report Filters have missing values:,У наступних фільтрах звіту відсутні значення:,
Following fields are missing:,Наступні поля відсутні:,
Following fields have invalid values:,Наступні поля мають невірні значення:,
Following fields have missing values,У наступних полях відсутні значення,
Following fields have missing values:,Наступні поля мають пропущені значення:,
Following links are broken in the email content: {0},Наступні посилання не працюють у вмісті листа: {0},
Font,Шрифт,
Font Properties,Властивості шрифту,
Font Size,Розмір шрифту,
Fonts,Шрифти,
Footer,Нижній колонтитул,
Footer ""Powered By"",Нижній колонтитул ""Powered By"",
Footer Based On,Нижній колонтитул на основі,
Footer Content,Вміст нижнього колонтитула,
Footer Details,Інформація про нижній колонтитул,
Footer HTML,Нижній колонтитул HTML,
Footer HTML set from attachment {0},Набір HTML для нижнього колонтитула з вкладення {0},
Footer Image,Зображення нижнього колонтитула,
Footer Items,Елементи нижнього колонтитула,
Footer Logo,Логотип нижнього колонтитула,
Footer Template,Шаблон нижнього колонтитула,
Footer Template Values,Значення шаблону нижнього колонтитула,
Footer might not be visible as {0} option is disabled</div>,"Нижній колонтитул може не відображатися, оскільки опція {0} вимкнена</div></div>",
Footer will display correctly only in PDF,Нижній колонтитул коректно відображається лише у форматі PDF,
For DocType Link / DocType Action,Для DocType Link / DocType Action,
For Document Event,Для події ""Документ,
For Document Type,Для типу документа,
For Example: {} Open,Наприклад: {} Відкрити,
"For Links, enter the DocType as range.|||For Select, enter list of Options, each on a new line.","Для посилання введіть тип документа як діапазон.||||Для вибору введіть список параметрів, кожен з яких починається з нового рядка.",
For User,Для користувача,
For Value,За цінність,
"For comparison, use >5, <10 or =324. For ranges, use 5:10 (for values between 5 & 10).","Для порівняння використовуйте >5, <10 або =324. Для діапазонів використовуйте 5:10 (для значень від 5 до 10).",
For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,"Наприклад, якщо ви анулюєте або змінюєте INV004, він стане новим документом INV004-1. Це допоможе вам відстежувати кожну зміну.",
"For example: If you want to include the document ID, use {0}","Наприклад: Якщо ви хочете включити ідентифікатор документа, використовуйте {0}.",
For example: {} Open,Наприклад: {} Відкрито,
For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>,Довідку див. у статті <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Аппаратний інтерфейс клієнтських скриптів та приклади</a>,
"For more information, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">click here</a>.","Щоб дізнатися більше, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">клацніть тут</a>.",
"For more information, {0}.","Для отримання додаткової інформації, {0}.",
"For multiple addresses, enter the address on different line. e.g. test@test.com ⏎ test1@test.com","Для кількох адрес, введіть адресу в іншому рядку, наприклад, test@test.com ⏎ test1@test.com",
"For updating, you can update only selective columns.",Для оновлення ви можете оновити лише вибрані стовпці.,
For {0} at level {1} in {2} in row {3},Для {0} на рівні {1} у {2} у рядку {3},
Force,Примусово,
Force Re-route to Default View,Примусове перенаправлення на вигляд за замовчуванням,
Force Show,Силове шоу,
Force Stop job,Примусова зупинка.,
Force User to Reset Password,Примусити користувача скинути пароль,
Force Web Capture Mode for Uploads,Ввімкнути режим захоплення веб-сторінок для завантажень,
Forgot Password?,Забули пароль?,
Form,Форма,
Form Builder,Конструктор форм,
Form Dict,Form Dict,
Form Settings,Параметри форми,
Form Tour,Form Tour,
Form Tour Step,Сформувати тур Крок,
Form URL-Encoded,Форма URL-кодована,
Format,Формат,
Format Data,Формат даних,
Forward,Вперед.,
Forward To Email Address,Переслати на електронну адресу,
Fraction,Фракція,
Fraction Units,Одиниці виміру дробу,
Frappe,Фраппе.,
Frappe Framework,Фреймворк Frappe,
Frappe Light,Фраппе Лайт,
Frappe Support,Frappe Support,
Frappe page builder using components,Конструктор фраппе-сторінок з використанням компонентів,
Free,Безкоштовно,
Frequency,Частота,
Friday,П'ятниця,
From,Від,
From Date,Від Дата,
From Date Field,Поле ""З дати,
From Document Type,Від типу документа,
From Full Name,Від повного імені,
From User,Від користувача,
From version,З версії,
Full,Повний,
Full Name,Повне ім'я,
Full Page,Повна сторінка,
Full Width,Повна ширина,
Function,Функція,
Function Based On,Функція на основі,
Function {0} is not whitelisted.,Функція {0} не входить до білого списку.,
Further nodes can be only created under 'Group' type nodes,Подальші вузли можуть бути створені лише для вузлів типу "Група"3,
Fw: {0},Фу: {0},
GET,GET,
GMail,GMail,
GNU Affero General Public License,GNU Affero Загальна публічна ліцензія,
GNU General Public License,Загальна публічна ліцензія GNU,
Gantt,Гант,
Gantt View,Діаграма Ганта,
Gender,Стать,
Generate Keys,Згенеруйте ключі,
Generate New Report,Створити новий звіт,
Generate Random Password,Згенерувати випадковий пароль,
Generate Tracking URL,Згенеруйте URL-адресу для відстеження,
Geo,Гео,
Geolocation,Geolocation,
Get Alerts for Today,Отримуйте сповіщення на сьогодні,
Get Backup Encryption Key,Отримати резервну копію ключа шифрування,
Get Contacts,Отримати контакти,
Get Fields,Отримати поля,
Get Items,Отримати предмети,
Get OpenID Configuration,Отримати конфігурацію OpenID,
Get PDF,Отримати PDF,
Get a preview of generated names with a series.,Отримайте попередній перегляд згенерованих назв з серією.,
Get your globally recognized avatar from Gravatar.com,Отримайте свій всесвітньо відомий аватар від Gravatar.com,
Git Branch,Гілка Git'а,
GitHub,GitHub,
Github flavoured markdown syntax,Синтаксис націнки зі смаком Github,
Give Review Points,Віддавайте бали за відгуки,
Global Search DocType,Глобальний пошук DocType,
Global Search Document Types Reset.,Скидання типів документів глобального пошуку.,
Global Search Settings,Налаштування глобального пошуку,
Global Shortcuts,Глобальні ярлики,
Global Unsubscribe,Глобальна відписка,
Go,Іди.,
Go Back,Повернутися,
Go make some noise,"Іди, пошумій трохи.",
Go to Login Required field,Перейдіть до поля ""Потрібен логін,
Go to Notification Settings List,Перейдіть до списку налаштувань сповіщень,
Go to Page,Перейти на сторінку,
Go to Workflow,Перейдіть до робочого процесу,
Go to Workspace,Перейдіть до робочого простору,
Go to next record,Перейти до наступного запису,
Go to previous record,Перейти до попереднього запису,
Go to the document,Перейти до документа,
Go to this URL after completing the form,Після заповнення форми перейдіть за цим посиланням,
Go to {0},Перейдіть до {0},
Go to {0} List,Перейти до списку {0} Список,
Go to {0} Page,Перейти на {0} Сторінку,
Goal,Мета,
Google,Google,
Google Analytics Anonymize IP,Google Analytics Анонімізувати IP-адресу,
Google Analytics ID,Ідентифікатор Google Analytics,
Google Authentication Error,Помилка автентифікації Google,
Google Authentication was closed abruptly by the user,Google Authentication було раптово закрито користувачем,
Google Calendar,Календар Google,
